Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2019-11-06,11:00 PM,68 F,64 F,88 %,NNW,3 mph,0 mph,29.75 in,0.0 in,Fog
2019-11-06,11:30 PM,68 F,64 F,88 %,NW,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,12:00 AM,68 F,64 F,88 %,NNW,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,12:30 AM,66 F,64 F,94 %,NNW,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,1:00 AM,66 F,64 F,94 %,NW,3 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-07,1:30 AM,68 F,64 F,88 %,NNW,3 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-07,2:00 AM,70 F,66 F,88 %,N,5 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-07,2:30 AM,72 F,66 F,83 %,N,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-07,3:00 AM,72 F,66 F,83 %,N,7 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-07,3:30 AM,72 F,66 F,83 %,N,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-07,4:00 AM,73 F,66 F,78 %,NNW,7 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-07,4:30 AM,75 F,66 F,73 %,N,8 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-07,5:00 AM,77 F,66 F,69 %,NNE,9 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-07,5:30 AM,79 F,66 F,65 %,NNE,9 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-07,6:00 AM,81 F,66 F,61 %,NNE,9 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,6:30 AM,81 F,66 F,61 %,N,10 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,7:00 AM,81 F,64 F,58 %,N,10 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,7:30 AM,82 F,64 F,54 %,N,8 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-07,8:00 AM,82 F,64 F,54 %,NNE,7 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-07,8:30 AM,82 F,64 F,54 %,N,8 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-07,9:00 AM,82 F,66 F,58 %,N,9 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-07,9:30 AM,82 F,66 F,58 %,N,9 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-07,10:00 AM,82 F,66 F,58 %,N,8 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-07,10:30 AM,82 F,66 F,58 %,N,6 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-07,11:00 AM,81 F,66 F,61 %,NNE,3 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-07,11:30 AM,81 F,66 F,61 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-07,12:00 PM,79 F,66 F,65 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-07,12:30 PM,79 F,66 F,65 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-07,1:00 PM,79 F,68 F,69 %,N,3 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,1:30 PM,77 F,68 F,74 %,CALM,0 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,2:00 PM,77 F,68 F,74 %,CALM,0 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,2:30 PM,77 F,68 F,74 %,NW,5 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-07,3:00 PM,75 F,68 F,78 %,NNW,5 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-07,3:30 PM,75 F,68 F,78 %,NNW,6 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-07,4:00 PM,73 F,70 F,88 %,NNW,6 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-07,4:30 PM,73 F,70 F,88 %,NNW,5 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-07,5:00 PM,73 F,70 F,88 %,N,6 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-07,5:30 PM,73 F,70 F,88 %,N,5 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-07,6:00 PM,73 F,70 F,88 %,N,5 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,6:30 PM,73 F,68 F,83 %,N,6 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,7:00 PM,73 F,68 F,83 %,N,7 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,7:30 PM,72 F,68 F,88 %,N,7 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,8:00 PM,72 F,68 F,88 %,N,6 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,8:30 PM,73 F,68 F,83 %,N,7 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,9:00 PM,73 F,68 F,83 %,NNE,7 mph,0 mph,29.75 in,0.0 in,Fog
2019-11-07,9:30 PM,73 F,68 F,83 %,E,7 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,10:00 PM,72 F,68 F,88 %,NE,7 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,10:30 PM,72 F,68 F,88 %,NE,6 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,11:00 PM,72 F,68 F,88 %,NE,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-07,11:30 PM,72 F,68 F,88 %,NNE,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-08,12:00 AM,72 F,70 F,94 %,NE,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-08,12:30 AM,72 F,70 F,94 %,NE,3 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-08,1:00 AM,72 F,70 F,94 %,NNE,5 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-08,1:30 AM,72 F,70 F,94 %,NE,3 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-08,2:00 AM,72 F,70 F,94 %,N,7 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-08,2:30 AM,73 F,70 F,88 %,N,7 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-08,3:00 AM,73 F,72 F,94 %,N,6 mph,0 mph,29.87 in,0.0 in,Haze
2019-11-08,3:30 AM,75 F,72 F,89 %,N,6 mph,0 mph,29.87 in,0.0 in,Haze
2019-11-08,4:00 AM,75 F,72 F,89 %,NE,7 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-08,4:30 AM,77 F,72 F,83 %,ENE,9 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-08,5:00 AM,77 F,72 F,83 %,NE,8 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-08,5:30 AM,77 F,72 F,83 %,NNE,8 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,6:00 AM,77 F,72 F,83 %,ENE,7 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,6:30 AM,77 F,72 F,83 %,NE,6 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,7:00 AM,77 F,72 F,83 %,E,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-08,7:30 AM,77 F,73 F,89 %,NE,6 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,8:00 AM,75 F,73 F,94 %,ENE,6 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,8:30 AM,75 F,73 F,94 %,ENE,8 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,9:00 AM,75 F,72 F,89 %,NE,8 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,9:30 AM,73 F,72 F,94 %,ENE,7 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-08,10:00 AM,73 F,72 F,94 %,ENE,7 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,10:30 AM,73 F,72 F,94 %,NE,7 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,11:00 AM,73 F,72 F,94 %,NE,9 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-08,11:30 AM,72 F,70 F,94 %,NE,9 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,12:00 PM,72 F,70 F,94 %,ENE,7 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,12:30 PM,72 F,70 F,94 %,ENE,8 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,1:00 PM,72 F,70 F,94 %,E,7 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,1:30 PM,72 F,70 F,94 %,E,10 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,2:00 PM,72 F,70 F,94 %,E,9 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,2:30 PM,72 F,70 F,94 %,E,9 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,3:00 PM,72 F,70 F,94 %,E,10 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,3:30 PM,72 F,70 F,94 %,ENE,8 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,4:00 PM,72 F,70 F,94 %,NE,8 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,4:30 PM,72 F,70 F,94 %,NNE,8 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,5:00 PM,72 F,70 F,94 %,NE,7 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,5:30 PM,72 F,70 F,94 %,NNE,8 mph,0 mph,29.81 in,0.0 in,Light Rain
2019-11-08,6:00 PM,72 F,70 F,94 %,N,9 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,6:30 PM,72 F,70 F,94 %,N,9 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,7:00 PM,72 F,70 F,94 %,N,10 mph,0 mph,29.78 in,0.0 in,Light Rain
2019-11-08,7:30 PM,72 F,72 F,100 %,N,10 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-08,8:00 PM,72 F,70 F,94 %,NNE,12 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-08,8:30 PM,72 F,70 F,94 %,NNE,9 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-08,9:00 PM,72 F,70 F,94 %,NE,13 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-08,9:30 PM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Light Rain
2019-11-08,10:00 PM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Light Rain
2019-11-08,10:30 PM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Light Rain
2019-11-08,11:00 PM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Light Rain
2019-11-08,11:30 PM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Light Rain
2019-11-09,12:00 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Light Rain
2019-11-09,12:30 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-09,1:00 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.75 in,0.0 in,Light Rain
2019-11-09,1:30 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.75 in,0.0 in,Rain
2019-11-09,2:00 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.78 in,0.0 in,Rain
2019-11-09,2:30 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.78 in,0.0 in,Rain
2019-11-09,3:00 AM,72 F,70 F,94 %,NE,15 mph,0 mph,29.78 in,0.0 in,Rain
2019-11-09,3:30 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.78 in,0.0 in,Rain
2019-11-09,4:00 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.78 in,0.0 in,Rain
2019-11-09,4:30 AM,72 F,70 F,94 %,NE,15 mph,0 mph,29.75 in,0.0 in,Rain
2019-11-09,5:00 AM,72 F,70 F,94 %,NE,17 mph,0 mph,29.75 in,0.0 in,Rain
2019-11-09,5:30 AM,72 F,70 F,94 %,NE,15 mph,0 mph,29.75 in,0.0 in,Rain
2019-11-09,6:00 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Rain
2019-11-09,6:30 AM,72 F,70 F,94 %,NE,14 mph,0 mph,29.72 in,0.0 in,Rain
2019-11-09,7:00 AM,72 F,70 F,94 %,NE,15 mph,0 mph,29.72 in,0.0 in,Rain
2019-11-09,7:30 AM,72 F,70 F,94 %,NE,16 mph,0 mph,29.69 in,0.0 in,Rain
2019-11-09,8:00 AM,72 F,72 F,100 %,NE,14 mph,0 mph,29.69 in,0.0 in,Rain
2019-11-09,8:30 AM,72 F,72 F,100 %,NE,14 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,9:00 AM,72 F,72 F,100 %,NNE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,9:30 AM,72 F,72 F,100 %,NNE,16 mph,0 mph,29.63 in,0.0 in,Rain
2019-11-09,10:00 AM,72 F,72 F,100 %,NE,15 mph,0 mph,29.63 in,0.0 in,Rain
2019-11-09,10:30 AM,72 F,72 F,100 %,NE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,11:00 AM,72 F,72 F,100 %,NNE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,11:30 AM,72 F,72 F,100 %,NNE,14 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,12:00 PM,72 F,72 F,100 %,NNE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,12:30 PM,72 F,72 F,100 %,NNE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,1:00 PM,72 F,72 F,100 %,NNE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,1:30 PM,72 F,72 F,100 %,NE,16 mph,0 mph,29.69 in,0.0 in,Rain
2019-11-09,2:00 PM,73 F,73 F,100 %,NNE,16 mph,0 mph,29.69 in,0.0 in,Rain
2019-11-09,2:30 PM,73 F,73 F,100 %,NE,14 mph,0 mph,29.69 in,0.0 in,Rain
2019-11-09,3:00 PM,73 F,73 F,100 %,NE,14 mph,0 mph,29.72 in,0.0 in,Rain
2019-11-09,3:30 PM,73 F,72 F,94 %,NE,16 mph,0 mph,29.72 in,0.0 in,Rain
2019-11-09,4:00 PM,73 F,72 F,94 %,NE,15 mph,0 mph,29.69 in,0.0 in,Rain
2019-11-09,4:30 PM,73 F,72 F,94 %,NE,15 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,5:00 PM,73 F,72 F,94 %,NE,16 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,5:30 PM,73 F,72 F,94 %,NE,17 mph,0 mph,29.66 in,0.0 in,Rain
2019-11-09,6:00 PM,73 F,72 F,94 %,NE,16 mph,0 mph,29.63 in,0.0 in,Rain
2019-11-09,6:30 PM,73 F,73 F,100 %,ENE,16 mph,0 mph,29.63 in,0.0 in,Rain
2019-11-09,7:00 PM,73 F,73 F,100 %,ENE,18 mph,0 mph,29.60 in,0.0 in,Rain
2019-11-09,7:30 PM,73 F,73 F,100 %,ENE,20 mph,0 mph,29.57 in,0.0 in,Rain
2019-11-09,8:00 PM,73 F,73 F,100 %,ENE,17 mph,0 mph,29.57 in,0.0 in,Light Rain
2019-11-09,8:30 PM,73 F,72 F,94 %,ENE,22 mph,0 mph,29.54 in,0.0 in,Light Rain / Windy
2019-11-09,9:00 PM,73 F,72 F,94 %,ENE,22 mph,0 mph,29.57 in,0.0 in,Light Rain / Windy
2019-11-09,9:30 PM,73 F,72 F,94 %,ENE,18 mph,0 mph,29.57 in,0.0 in,Light Rain
2019-11-09,10:00 PM,73 F,72 F,94 %,N,15 mph,0 mph,29.57 in,0.0 in,Light Rain
2019-11-09,10:30 PM,73 F,72 F,94 %,N,18 mph,0 mph,29.57 in,0.0 in,Light Rain
2019-11-09,11:00 PM,73 F,72 F,94 %,N,17 mph,0 mph,29.57 in,0.0 in,Light Rain
2019-11-09,11:30 PM,73 F,73 F,100 %,N,17 mph,0 mph,29.60 in,0.0 in,Light Rain
2019-11-10,12:00 AM,73 F,73 F,100 %,NNW,16 mph,0 mph,29.63 in,0.0 in,Light Rain
2019-11-10,12:30 AM,73 F,73 F,100 %,NNW,18 mph,0 mph,29.63 in,0.0 in,Light Rain
2019-11-10,1:00 AM,73 F,72 F,94 %,N,17 mph,0 mph,29.63 in,0.0 in,Haze
2019-11-10,1:30 AM,73 F,72 F,94 %,N,18 mph,0 mph,29.66 in,0.0 in,Haze
2019-11-10,2:00 AM,73 F,72 F,94 %,NNW,18 mph,0 mph,29.66 in,0.0 in,Haze
2019-11-10,2:30 AM,73 F,72 F,94 %,NNW,17 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,3:00 AM,75 F,73 F,94 %,NNW,16 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,3:30 AM,77 F,73 F,89 %,NNW,18 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,4:00 AM,77 F,73 F,89 %,NNW,17 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,4:30 AM,79 F,73 F,83 %,N,17 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,5:00 AM,79 F,73 F,83 %,N,18 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,5:30 AM,79 F,75 F,89 %,N,18 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,6:00 AM,79 F,75 F,89 %,NNW,17 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,6:30 AM,79 F,75 F,89 %,NNW,15 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,7:00 AM,79 F,75 F,89 %,NNW,15 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,7:30 AM,81 F,75 F,84 %,NNW,14 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,8:00 AM,79 F,73 F,83 %,N,12 mph,0 mph,29.66 in,0.0 in,Haze
2019-11-10,8:30 AM,79 F,75 F,89 %,N,10 mph,0 mph,29.66 in,0.0 in,Haze
2019-11-10,9:00 AM,77 F,75 F,94 %,N,12 mph,0 mph,29.69 in,0.0 in,Light Rain
2019-11-10,9:30 AM,77 F,73 F,89 %,N,10 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,10:00 AM,77 F,73 F,89 %,NNE,8 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,10:30 AM,77 F,73 F,89 %,N,10 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,11:00 AM,75 F,73 F,94 %,N,8 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,11:30 AM,75 F,73 F,94 %,N,8 mph,0 mph,29.69 in,0.0 in,Haze
2019-11-10,12:00 PM,75 F,73 F,94 %,N,8 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,12:30 PM,73 F,72 F,94 %,NNW,5 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,1:00 PM,73 F,72 F,94 %,NNW,3 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,1:30 PM,73 F,72 F,94 %,NW,5 mph,0 mph,29.72 in,0.0 in,Haze
2019-11-10,2:00 PM,73 F,72 F,94 %,NW,5 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,2:30 PM,73 F,72 F,94 %,NW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,3:00 PM,73 F,72 F,94 %,NW,3 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,3:30 PM,73 F,72 F,94 %,NW,3 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,4:00 PM,73 F,72 F,94 %,NW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,4:30 PM,73 F,72 F,94 %,NW,8 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,5:00 PM,73 F,72 F,94 %,NNW,8 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,5:30 PM,73 F,72 F,94 %,NNW,7 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,6:00 PM,73 F,72 F,94 %,NNW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,6:30 PM,73 F,72 F,94 %,NNW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,7:00 PM,72 F,70 F,94 %,NW,3 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,7:30 PM,72 F,70 F,94 %,NW,3 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-10,8:00 PM,72 F,70 F,94 %,NW,3 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-10,8:30 PM,72 F,70 F,94 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-10,9:00 PM,72 F,68 F,88 %,WNW,3 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-10,9:30 PM,70 F,68 F,94 %,NW,3 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-10,10:00 PM,70 F,68 F,94 %,NW,3 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-10,10:30 PM,70 F,68 F,94 %,NW,3 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-10,11:00 PM,70 F,68 F,94 %,WNW,3 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-10,11:30 PM,70 F,68 F,94 %,WNW,6 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-11,12:00 AM,70 F,68 F,94 %,NW,6 mph,0 mph,29.78 in,0.0 in,Fog
2019-11-11,12:30 AM,70 F,68 F,94 %,NW,6 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-11,1:00 AM,70 F,68 F,94 %,NNW,6 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-11,1:30 AM,70 F,68 F,94 %,NW,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,2:00 AM,70 F,68 F,94 %,NW,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,2:07 AM,70 F,68 F,94 %,NW,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,2:30 AM,72 F,68 F,88 %,NNW,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,3:00 AM,73 F,72 F,94 %,NNW,6 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,3:30 AM,75 F,73 F,94 %,NW,7 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,4:00 AM,77 F,75 F,94 %,NW,6 mph,0 mph,29.87 in,0.0 in,Haze
2019-11-11,4:02 AM,77 F,75 F,94 %,NW,6 mph,0 mph,29.87 in,0.0 in,Haze
2019-11-11,4:30 AM,79 F,75 F,89 %,NNW,8 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,5:00 AM,81 F,73 F,79 %,NNW,7 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,5:30 AM,81 F,73 F,79 %,NNW,5 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-11,6:00 AM,81 F,73 F,79 %,NW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-11,6:30 AM,82 F,75 F,79 %,NW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-11,7:00 AM,82 F,75 F,79 %,NNW,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-11,7:30 AM,82 F,75 F,79 %,N,6 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-11,8:00 AM,82 F,75 F,79 %,NNW,7 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,8:30 AM,84 F,75 F,74 %,NNW,7 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,9:00 AM,84 F,75 F,74 %,NNW,7 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,9:30 AM,84 F,75 F,74 %,N,7 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,10:00 AM,84 F,75 F,74 %,N,9 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,10:30 AM,84 F,73 F,70 %,N,7 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,11:00 AM,82 F,73 F,74 %,N,6 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,11:30 AM,82 F,73 F,74 %,NNW,3 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,12:00 PM,81 F,75 F,84 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Haze
2019-11-11,12:30 PM,81 F,72 F,74 %,CALM,0 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-11,1:00 PM,81 F,72 F,74 %,CALM,0 mph,0 mph,29.78 in,0.0 in,Haze
2019-11-11,1:30 PM,81 F,73 F,79 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-11,2:00 PM,79 F,73 F,83 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-11,2:30 PM,79 F,73 F,83 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Haze
2019-11-11,3:00 PM,77 F,73 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,3:30 PM,77 F,73 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,4:00 PM,77 F,73 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,4:30 PM,77 F,73 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,5:00 PM,77 F,73 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,5:30 PM,77 F,73 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,6:00 PM,75 F,72 F,89 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-11-11,6:30 PM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,7:00 PM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,7:30 PM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,8:00 PM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,8:30 PM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-11,9:00 PM,73 F,70 F,88 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-11,9:30 PM,73 F,70 F,88 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,10:00 PM,72 F,70 F,94 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-11,10:30 PM,72 F,70 F,94 %,CALM,0 mph,0 mph,29.81 in,0.0 in,Fog
2019-11-11,11:00 PM,72 F,70 F,94 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-11,11:30 PM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Fog
2019-11-12,12:00 AM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-11-12,12:30 AM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-11-12,1:00 AM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-11-12,1:30 AM,73 F,72 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-11-12,2:00 AM,75 F,72 F,89 %,NNW,6 mph,0 mph,29.90 in,0.0 in,Fog
2019-11-12,2:30 AM,75 F,72 F,89 %,NNW,6 mph,0 mph,29.90 in,0.0 in,Haze
